<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
TATN,D,08/01/20,00:00:00,777.6000000,797.0000000,775.3000000,788.0000000,2692274
TATN,D,09/01/20,00:00:00,786.1000000,810.2000000,782.2000000,806.7000000,2634882
TATN,D,10/01/20,00:00:00,807.5000000,808.8000000,800.1000000,801.0000000,1517004
TATN,D,13/01/20,00:00:00,799.0000000,807.0000000,796.0000000,806.0000000,1954614
TATN,D,14/01/20,00:00:00,807.0000000,815.9000000,802.5000000,811.6000000,2320206
TATN,D,15/01/20,00:00:00,809.6000000,815.5000000,802.0000000,807.0000000,2201486
TATN,D,16/01/20,00:00:00,809.8000000,815.4000000,805.0000000,808.9000000,1564126
TATN,D,17/01/20,00:00:00,808.9000000,814.0000000,807.0000000,809.6000000,1795151
TATN,D,20/01/20,00:00:00,812.0000000,837.4000000,810.4000000,830.0000000,2369268
TATN,D,21/01/20,00:00:00,826.0000000,829.0000000,819.3000000,825.0000000,1968311
TATN,D,22/01/20,00:00:00,827.2000000,828.8000000,813.3000000,818.0000000,1760099
TATN,D,23/01/20,00:00:00,815.0000000,817.0000000,796.2000000,800.0000000,2480483
TATN,D,24/01/20,00:00:00,802.8000000,809.3000000,794.0000000,795.7000000,1370270
TATN,D,27/01/20,00:00:00,787.3000000,791.8000000,776.6000000,779.8000000,1713179
TATN,D,28/01/20,00:00:00,780.8000000,788.2000000,773.3000000,779.0000000,1755492
TATN,D,29/01/20,00:00:00,784.0000000,791.9000000,777.6000000,780.0000000,1862039
TATN,D,30/01/20,00:00:00,777.1000000,784.0000000,770.1000000,777.0000000,1562510
TATN,D,31/01/20,00:00:00,781.5000000,788.0000000,761.0000000,761.0000000,2503425
TATN,D,03/02/20,00:00:00,757.0000000,762.1000000,749.0000000,751.6000000,3128202
TATN,D,04/02/20,00:00:00,753.0000000,768.6000000,747.0000000,764.3000000,3752348
TATN,D,05/02/20,00:00:00,766.3000000,775.2000000,754.0000000,765.3000000,3833552
TATN,D,06/02/20,00:00:00,771.6000000,775.3000000,760.7000000,762.9000000,2828985
TATN,D,07/02/20,00:00:00,763.8000000,766.9000000,748.2000000,752.0000000,2555111
TATN,D,10/02/20,00:00:00,752.1000000,753.0000000,738.2000000,741.0000000,2234346
TATN,D,11/02/20,00:00:00,745.8000000,757.2000000,745.7000000,753.7000000,2120328
TATN,D,12/02/20,00:00:00,754.7000000,770.0000000,753.0000000,768.2000000,4307727
TATN,D,13/02/20,00:00:00,765.9000000,766.7000000,758.3000000,763.0000000,2106726
TATN,D,14/02/20,00:00:00,764.0000000,767.9000000,759.2000000,763.1000000,1494851
